Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Revenue,Month,Year
1937,CA-2015-141768,2015-05-25,5/27/2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3.0,0.0,4.8609,49.0509,5,2015
1939,CA-2016-112109,2016-07-08,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7.0,0.2,-1.2558,226.4626,7,2016
1942,CA-2017-144064,2017-08-29,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4.0,0.2,17.76,197.72799999999998,8,2017
1943,CA-2017-144064,2017-08-29,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2.0,0.2,2.401,51.793000000000006,8,2017
1945,CA-2016-108581,2016-06-20,6/26/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4.0,0.2,26.3912,391.06960000000004,6,2016
1946,CA-2016-108581,2016-06-20,6/26/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2.0,0.2,3.6288,22.291200000000003,6,2016
1947,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2.0,0.0,6.468,52.668000000000006,9,2017
1948,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2.0,0.0,3.462,26.541999999999998,9,2017
1949,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1.0,0.4,-93.3262,59.389399999999995,9,2017
1950,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1.0,0.0,3.7642,16.7442,9,2017
1951,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8.0,0.2,8.9208,215.0904,9,2017
1952,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3.0,0.0,57.4113,651.3213,9,2017
1953,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6.0,0.0,9.072,122.472,9,2017
1955,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3.0,0.0,2.214,16.974,9,2017
1956,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2.0,0.0,38.08,514.08,9,2017
1957,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3.0,0.0,40.3128,544.2228,9,2017
1958,CA-2017-157987,2017-09-02,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4.0,0.0,7.704,76.184,9,2017
1959,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3.0,0.0,7.776,56.37599999999999,9,2017
1960,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3.0,0.0,14.6157,116.5857,9,2017
1961,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5.0,0.0,53.433,1537.683,9,2017
1962,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6.0,0.0,6.768,683.568,9,2017
1963,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3.0,0.0,6.5808,47.710800000000006,9,2017
1964,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5.0,0.0,11.703,136.203,9,2017
1965,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3.0,0.0,17.1774,876.0474000000002,9,2017
1966,CA-2017-110905,2017-09-10,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2.0,0.0,7.254,55.614,9,2017
1967,CA-2017-165841,2017-12-21,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3.0,0.0,78.9516,924.8616000000001,12,2017
1968,CA-2017-165841,2017-12-21,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5.0,0.0,20.155,367.655,12,2017
1969,CA-2017-165841,2017-12-21,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3.0,0.0,79.8912,579.2112,12,2017
1970,CA-2017-117485,2017-09-23,9/29/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4.0,0.0,102.186,1270.0259999999998,9,2017
1971,CA-2017-140242,2017-05-06,5/11/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3.0,0.2,0.6408,18.583199999999998,5,2017
1972,CA-2017-140242,2017-05-06,5/11/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7.0,0.2,76.6395,2856.0987000000005,5,2017
1974,CA-2014-148950,2014-12-14,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2.0,0.2,0.4706,5.6834,12,2014
1975,CA-2014-148950,2014-12-14,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3.0,0.2,-2.1885,95.8563,12,2014
1976,CA-2014-110408,2014-10-18,10/20/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3.0,0.0,11.0388,838.9488000000001,10,2014
1979,CA-2015-109939,2015-05-08,5/12/2015,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2.0,0.2,0.5904,10.036800000000001,5,2015
1981,CA-2016-112669,2016-04-14,4/14/2016,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4.0,0.2,4.2976,167.60639999999998,4,2016
1982,CA-2015-119592,2015-12-14,12/16/2015,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2.0,0.0,1.8048,9.3248,12,2015
1983,CA-2014-122749,2014-12-03,12/9/2014,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4.0,0.0,134.3888,2054.2288,12,2014
1984,CA-2014-164721,2014-11-25,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6.0,0.0,93.0552,2018.3352,11,2014
1985,CA-2014-164721,2014-11-25,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3.0,0.0,10.5072,82.1472,11,2014
1986,CA-2014-164721,2014-11-25,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4.0,0.0,12.3096,119.34960000000001,11,2014
1988,CA-2015-127509,2015-11-09,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,3.0,0.0,7.9212,59.581199999999995,11,2015
1990,CA-2015-127509,2015-11-09,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3.0,0.0,12.3234,90.98339999999999,11,2015
1991,CA-2015-127509,2015-11-09,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3.0,0.0,8.4966,60.5166,11,2015
1993,CA-2017-133648,2017-06-25,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6.0,0.2,26.64,438.67199999999997,6,2017
1994,CA-2017-133648,2017-06-25,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2.0,0.2,0.7348,10.354000000000001,6,2017
1995,CA-2017-133648,2017-06-25,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3.0,0.2,-2.1195,29.5317,6,2017
1998,CA-2014-131905,2014-02-06,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,4.0,0.0,7.2,67.2,2,2014
1999,CA-2014-131905,2014-02-06,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,1.0,0.0,42.0186,203.6286,2,2014
2000,CA-2014-131905,2014-02-06,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5.0,0.0,42.0355,766.7855,2,2014
2001,CA-2017-166128,2017-04-11,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5.0,0.0,21.9945,1021.7445,4,2017
2002,CA-2017-166128,2017-04-11,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7.0,0.0,14.2324,307.25239999999997,4,2017
2003,CA-2017-163510,2017-12-25,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3.0,0.0,9.594,297.414,12,2017
2004,CA-2017-163510,2017-12-25,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5.0,0.0,76.1125,1598.3625,12,2017
2006,CA-2014-111150,2014-12-31,1/4/2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7.0,0.0,11.5752,219.3352,12,2014
2007,CA-2014-111150,2014-12-31,1/4/2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7.0,0.0,16.1602,348.8702,12,2014
2008,CA-2017-165386,2017-08-03,8/4/2017,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2.0,0.3,-36.6744,275.05800000000005,8,2017
2009,CA-2014-116407,2014-11-15,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3.0,0.2,0.4752,12.3024,11,2014
2010,CA-2014-116407,2014-11-15,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2.0,0.2,29.1424,628.6432,11,2014
2011,CA-2014-116407,2014-11-15,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,4.0,0.2,7.78,102.3848,11,2014
2012,CA-2015-155761,2015-12-11,12/11/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2.0,0.2,35.9964,323.9676,12,2015
2013,CA-2015-155761,2015-12-11,12/11/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3.0,0.2,4.6344,134.3976,12,2015
2014,CA-2016-145905,2016-09-18,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1.0,0.0,84.2352,435.21520000000004,9,2016
2015,CA-2016-145905,2016-09-18,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2.0,0.0,6.0168,32.1768,9,2016
2017,CA-2015-113110,2015-03-19,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2.0,0.2,6.3684,37.9908,3,2015
2018,CA-2015-113110,2015-03-19,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2.0,0.0,6.8714,36.111399999999996,3,2015
2019,CA-2015-113110,2015-03-19,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4.0,0.0,8.6736,142.1136,3,2015
2020,CA-2015-113110,2015-03-19,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6.0,0.0,19.6686,260.5086,3,2015
2022,CA-2016-168354,2016-09-19,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3.0,0.0,7.668,58.788,9,2016
2023,CA-2016-168354,2016-09-19,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,3.0,0.0,23.7744,172.3644,9,2016
2025,US-2017-111241,2017-08-20,8/22/2017,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5.0,0.2,77.714,1225.4899999999998,8,2017
2026,CA-2015-114237,2015-03-13,3/15/2015,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2.0,0.0,39.7488,323.66880000000003,3,2015
2027,CA-2016-113516,2016-09-08,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2.0,0.2,11.5584,71.00160000000001,9,2016
2028,CA-2016-113516,2016-09-08,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4.0,0.2,23.4976,278.6144,9,2016
2029,CA-2015-117961,2015-11-26,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,3.0,0.0,6.9231,51.113099999999996,11,2015
2030,CA-2015-117961,2015-11-26,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,5.0,0.0,25.176,549.676,11,2015
2031,CA-2015-117961,2015-11-26,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,4.0,0.0,30.52,274.68,11,2015
2032,CA-2015-117961,2015-11-26,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,3.0,0.0,5.1465,37.9965,11,2015
2033,CA-2016-128923,2016-12-09,12/13/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2.0,0.2,3.2872,20.1928,12,2016
2034,CA-2016-128923,2016-12-09,12/13/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1.0,0.2,0.8162,8.278599999999999,12,2016
2035,CA-2017-162481,2017-09-25,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2.0,0.0,3.8822,20.4022,9,2017
2036,CA-2017-162481,2017-09-25,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3.0,0.0,51.2943,861.2043000000001,9,2017
2037,CA-2015-119214,2015-01-23,1/27/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,3.0,0.0,13.9392,101.0592,1,2015
2038,CA-2015-119214,2015-01-23,1/27/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2.0,0.0,6.8714,36.111399999999996,1,2015
2039,CA-2015-122287,2015-06-18,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952,3.0,0.2,4.3326,37.7982,6,2015
2042,CA-2015-122287,2015-06-18,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36,5.0,0.2,20.724,382.452,6,2015
2043,CA-2015-104493,2015-10-02,10/8/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,6.0,0.2,20.1264,353.64959999999996,10,2015
2044,US-2017-158946,2017-11-18,11/23/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864,7.0,0.2,7.7728,272.048,11,2017
2045,CA-2014-129168,2014-08-17,8/23/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3.0,0.2,5.4432,48.9888,8,2014
2046,CA-2016-131835,2016-07-17,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2.0,0.0,45.5392,370.81919999999997,7,2016
2048,CA-2016-131835,2016-07-17,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1.0,0.0,26.6304,82.1104,7,2016
2049,CA-2015-142237,2015-07-11,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7.0,0.2,36.225,2006.865,7,2015
2052,CA-2015-142237,2015-07-11,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,8.0,0.3,-73.176,2556.2816000000003,7,2015
2053,CA-2015-142237,2015-07-11,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11.12,5.0,0.2,0.834,54.21,7,2015
2054,CA-2015-142237,2015-07-11,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344,6.0,0.2,3.4848,150.48000000000002,7,2015
2055,CA-2016-136434,2016-12-01,12/7/2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3.0,0.0,5.193,57.12299999999999,12,2016
2056,CA-2017-120376,2017-12-22,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5.0,0.0,63.984,1063.734,12,2017
2058,CA-2017-120376,2017-12-22,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,1.0,0.0,30.5964,115.5864,12,2017
2059,CA-2017-120376,2017-12-22,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2.0,0.0,70.006,893.606,12,2017
